Middle layer Super Output Areas Code,Middle layer Super Output Areas,Does_not_apply,Less_than_2km,2km_to_less_than_5km,5km_to_less_than_10km,10km_to_less_than_20km,20km_to_less_than_30km,30km_to_less_than_40km,40km_to_less_than_60km,60km_and_over,outside_the_UK,Works_mainly_from_home,Total
E02004780,New Forest 002,3042,421,284,388,294,126,47,43,48,545,638,5876
E02004781,New Forest 003,3813,409,442,607,453,206,68,61,54,620,1274,8007
E02004782,New Forest 004,4083,467,502,466,322,127,77,61,63,678,891,7737
E02004783,New Forest 005,3330,412,408,523,364,158,57,43,49,620,1067,7031
E02004784,New Forest 006,3116,84,195,325,340,112,44,22,38,399,971,5646
E02004785,New Forest 007,2987,121,86,211,464,107,36,25,42,350,1062,5491
E02004786,New Forest 008,3972,383,681,644,388,161,73,42,75,665,1163,8247
E02004787,New Forest 009,4160,298,260,539,363,108,46,41,55,441,963,7274
E02004788,New Forest 010,3912,300,136,184,476,286,86,28,49,500,1267,7224
E02004789,New Forest 011,5760,497,502,754,605,144,66,51,73,779,1203,10434
E02004790,New Forest 012,4228,613,134,246,663,305,78,46,49,674,1071,8107
E02004791,New Forest 013,3123,246,304,247,540,82,28,37,29,466,454,5556
E02004792,New Forest 014,4719,246,429,366,819,140,79,40,58,629,928,8453
E02004793,New Forest 015,4311,169,190,337,291,124,46,15,75,413,1418,7389
E02004794,New Forest 016,3922,121,105,379,403,189,45,15,66,448,1194,6887
E02004795,New Forest 017,4879,423,203,309,403,176,77,27,75,550,1392,8514
E02004796,New Forest 018,5595,360,533,415,285,327,56,27,95,722,1215,9630
E02004797,New Forest 019,4290,846,321,344,354,226,76,16,77,678,896,8124
E02004798,New Forest 020,3474,564,182,364,217,183,24,16,45,505,571,6145
E02004799,New Forest 021,4649,620,284,475,277,222,44,26,49,603,696,7945
E02004800,New Forest 022,4870,323,161,253,205,179,48,20,47,438,862,7406
E02004801,New Forest 023,5012,273,202,259,212,225,55,19,71,416,987,7731
E02004802,Rushmoor 001,3305,420,651,367,364,159,59,75,47,564,740,6751
E02004803,Rushmoor 002,3815,608,692,492,357,189,50,57,40,554,634,7488
E02004804,Rushmoor 003,3270,249,783,334,311,232,73,97,40,630,1132,7151
E02004805,Rushmoor 004,3956,444,525,365,346,234,54,125,41,513,1966,8569
E02004806,Rushmoor 005,3714,248,678,351,306,191,104,107,45,607,1683,8034
E02004807,Rushmoor 006,4554,601,733,422,374,227,79,139,56,782,1494,9461
E02004808,Rushmoor 007,5174,958,776,691,519,283,96,167,122,919,2417,12122
E02004809,Rushmoor 008,5251,1135,706,750,687,174,138,149,117,610,1199,10916
E02004810,Rushmoor 009,3506,555,474,702,581,158,92,105,61,753,1102,8089
E02004811,Rushmoor 010,3822,451,576,442,543,124,56,84,42,657,1175,7972
E02004812,Rushmoor 011,3059,432,300,444,542,111,54,72,25,565,1137,6741
E02004813,Rushmoor 012,3315,371,383,439,433,112,56,74,37,623,622,6465
E02004814,Test Valley 001,3226,421,357,173,204,268,110,90,77,629,1484,7039
E02004815,Test Valley 002,3806,720,588,153,128,270,128,69,59,755,697,7373
E02004817,Test Valley 004,3528,894,328,144,185,260,141,65,74,734,1138,7491
E02004818,Test Valley 005,4937,868,525,229,260,346,168,83,104,812,1910,10242
E02004819,Test Valley 006,3660,658,422,166,192,280,122,73,76,674,1471,7794
E02004820,Test Valley 007,3545,162,174,444,430,174,158,81,109,581,1429,7287
E02004821,Test Valley 008,2801,94,110,213,216,177,55,43,55,328,1129,5221
E02004822,Test Valley 009,4114,136,119,223,730,196,75,56,83,591,1701,8024
E02004823,Test Valley 010,4575,490,151,559,427,215,81,38,48,620,1454,8658
E02004824,Test Valley 011,3369,365,106,333,249,127,36,27,31,365,850,5858
E02004825,Test Valley 012,5793,219,573,746,506,215,86,68,73,722,1903,10904
E02004826,Test Valley 013,4964,198,271,565,649,284,94,66,72,607,1994,9764
E02004827,Test Valley 014,3399,214,316,527,318,147,65,53,61,416,1844,7360
E02004828,Test Valley 015,3659,197,592,465,239,124,59,42,49,511,1308,7245
E02004829,Winchester 001,2935,157,131,288,304,218,96,63,62,311,1354,5919
E02004830,Winchester 002,3449,116,380,227,198,243,101,34,94,421,1679,6942
E02004831,Winchester 003,5602,371,510,121,315,242,210,98,126,484,2411,10490
E02004832,Winchester 004,4536,298,114,181,518,312,71,44,79,563,1761,8477
E02004833,Winchester 005,5709,707,348,102,289,182,112,57,125,390,2058,10079
E02004834,Winchester 006,4073,877,299,96,254,167,80,40,79,449,1229,7643
E02004835,Winchester 007,5652,1093,155,82,327,247,95,80,135,348,2488,10702
E02004836,Winchester 008,4184,655,315,81,167,104,61,82,119,352,643,6763
E02004837,Winchester 009,4280,353,436,199,295,144,118,52,78,380,1899,8234
E02004838,Winchester 010,5049,158,282,635,441,144,104,75,66,538,2256,9748
E02004839,Winchester 011,4736,114,150,276,783,169,64,63,67,584,1957,8963
E02004840,Winchester 012,5283,291,196,426,1040,130,78,51,61,751,1896,10203
E02004841,Winchester 013,5558,362,474,585,893,210,92,95,108,828,2541,11746
E02004842,Winchester 014,5825,328,474,712,580,390,85,106,122,838,2077,11537
E02004843,Broxbourne 001,3768,408,340,323,371,195,97,34,10,598,1086,7230
E02004844,Broxbourne 002,3635,577,235,450,360,257,85,28,29,805,997,7458
E02004845,Broxbourne 003,3975,614,186,484,413,255,56,27,18,778,1091,7897
E02004846,Broxbourne 004,3324,176,245,306,238,249,37,14,11,421,1379,6400
E02004847,Broxbourne 005,5362,308,620,638,629,413,56,33,22,897,1379,10357
E02004848,Broxbourne 006,3939,216,291,479,558,237,33,29,28,725,1183,7718
E02004849,Broxbourne 007,3347,100,257,471,456,237,36,25,18,607,1297,6851
E02004850,Broxbourne 008,3773,358,284,511,493,242,36,27,15,742,970,7451
E02004851,Broxbourne 009,3133,243,230,390,403,188,25,17,13,541,752,5935
E02004852,Broxbourne 010,4130,364,279,451,566,344,52,18,21,692,1149,8066
E02004853,Broxbourne 011,3726,263,275,409,496,202,40,19,11,654,896,6991
E02004854,Broxbourne 012,4107,390,382,425,582,252,38,26,32,750,1088,8072
E02004855,Broxbourne 013,4482,503,427,433,650,227,56,34,23,794,952,8581
E02004856,Dacorum 001,2801,76,92,425,392,154,91,59,15,494,1200,5799
E02004857,Dacorum 002,3057,228,103,214,269,170,88,88,29,353,1441,6040
E02004858,Dacorum 003,2497,297,68,232,255,147,82,68,11,395,974,5026
E02004859,Dacorum 004,2699,167,111,151,272,110,57,82,18,317,1332,5316
E02004860,Dacorum 005,2808,322,346,265,355,156,117,21,29,530,880,5829
E02004861,Dacorum 006,3050,108,198,154,210,89,65,73,12,280,1292,5531
E02004862,Dacorum 007,4142,433,573,270,466,164,143,34,26,717,812,7780
E02004863,Dacorum 008,4307,688,376,233,419,151,138,21,24,741,832,7930
E02004864,Dacorum 009,3172,327,59,187,206,95,77,84,17,291,1854,6369
E02004865,Dacorum 010,2603,277,351,173,338,144,111,25,12,486,992,5512
E02004866,Dacorum 011,3362,231,582,182,420,175,140,29,14,599,1034,6768
E02004867,Dacorum 012,3466,301,46,205,267,76,64,92,19,329,1674,6539
E02004868,Dacorum 013,4007,613,295,258,404,181,119,21,19,727,1154,7798
E02004869,Dacorum 014,2876,329,79,248,190,64,73,81,20,275,1638,5873
E02004870,Dacorum 015,5607,962,527,385,570,289,226,49,44,982,1975,11616
E02004871,Dacorum 016,2472,166,406,127,293,111,98,22,11,421,897,5024
E02004872,Dacorum 017,3903,347,382,323,364,142,106,31,15,529,1283,7425
E02004873,Dacorum 018,5170,522,487,392,596,272,276,47,23,833,3048,11666
E02004874,Dacorum 019,2890,430,256,204,337,155,117,19,15,563,1016,6002
E02004875,Dacorum 020,5117,603,652,436,511,249,162,31,39,890,1750,10440
E02004876,Dacorum 021,5235,148,214,455,452,188,147,35,47,655,1922,9498
E02004877,Dacorum 022,2637,135,196,304,197,118,66,17,22,370,1226,5288
E02004878,East Hertfordshire 001,4782,296,75,135,843,407,194,129,37,847,1573,9318
E02004880,East Hertfordshire 003,5302,354,267,364,565,273,166,198,41,732,2568,10830
E02004881,East Hertfordshire 004,3333,422,152,407,233,134,116,132,24,430,1484,6867
E02004882,East Hertfordshire 005,4141,639,241,465,298,178,142,173,33,487,1663,8460
E02004883,East Hertfordshire 006,3061,134,100,319,562,183,108,76,19,565,1120,6247
E02004884,East Hertfordshire 007,4754,851,265,751,433,244,149,192,32,756,1945,10372
E02004885,East Hertfordshire 008,4096,460,383,361,374,176,156,166,32,548,1829,8581
E02004886,East Hertfordshire 009,3420,94,178,380,305,147,170,32,13,546,1375,6660
E02004887,East Hertfordshire 010,3780,87,201,504,405,173,118,44,26,517,1673,7528
E02004888,East Hertfordshire 011,4568,263,248,513,343,208,187,62,21,603,1727,8743
E02004889,East Hertfordshire 012,5588,729,416,392,643,240,244,42,23,837,2082,11236
E02004890,East Hertfordshire 013,3769,566,370,275,566,226,187,41,19,625,1745,8389
E02004891,East Hertfordshire 014,4012,375,190,194,387,151,153,30,11,417,1979,7899
E02004892,East Hertfordshire 015,2970,268,233,253,333,134,104,23,12,408,1170,5908
E02004893,East Hertfordshire 016,2647,365,222,185,424,140,104,27,8,455,1401,5978
E02004894,East Hertfordshire 017,4379,542,261,307,609,247,203,52,21,589,2422,9632
E02004895,East Hertfordshire 018,4900,288,540,310,473,216,152,53,29,682,1744,9387
E02004896,Hertsmere 001,4314,311,125,372,471,224,36,19,15,545,1550,7982
E02004897,Hertsmere 002,3601,261,161,365,468,184,27,16,22,469,1238,6812
E02004898,Hertsmere 003,4242,311,219,476,528,166,31,20,16,608,1135,7752
E02004899,Hertsmere 004,2728,96,226,327,278,132,24,10,20,363,1184,5388
E02004900,Hertsmere 005,4242,139,230,344,320,274,32,15,24,324,2242,8186
E02004901,Hertsmere 006,5209,597,345,588,628,197,37,28,44,1001,1540,10214
E02004902,Hertsmere 007,4096,444,319,467,509,155,31,12,25,740,1331,8129
E02004903,Hertsmere 008,3713,371,356,336,402,253,31,24,23,560,1442,7511
E02004904,Hertsmere 009,3324,430,243,411,520,110,29,13,15,676,1098,6869
E02004905,Hertsmere 010,3273,166,276,315,376,127,34,29,11,366,1568,6541
E02004906,Hertsmere 011,5406,574,367,595,758,157,52,29,29,928,2219,11114
