Middle layer Super Output Areas Code,Middle layer Super Output Areas,Does_not_apply,Less_than_2km,2km_to_less_than_5km,5km_to_less_than_10km,10km_to_less_than_20km,20km_to_less_than_30km,30km_to_less_than_40km,40km_to_less_than_60km,60km_and_over,outside_the_UK,Works_mainly_from_home,Total
E02000735,Newham 022,4888,372,508,529,578,72,22,24,38,756,821,8608
E02000736,Newham 023,5559,350,452,489,612,105,35,33,47,813,708,9203
E02000737,Newham 024,6041,511,453,626,710,98,41,33,34,937,896,10380
E02000738,Newham 025,5184,384,478,630,724,116,28,19,44,879,1092,9578
E02000739,Newham 026,4152,259,424,528,544,54,24,15,31,918,773,7722
E02000740,Newham 027,3529,226,459,521,383,39,25,14,46,703,822,6767
E02000741,Newham 028,4596,340,475,522,519,76,35,21,46,804,811,8245
E02000742,Newham 029,5010,342,461,484,614,85,21,26,37,907,717,8704
E02000743,Newham 030,5473,340,598,777,620,77,40,18,68,954,1316,10281
E02000744,Newham 031,4886,401,539,585,614,80,41,23,49,963,990,9171
E02000745,Newham 032,4431,377,518,571,655,77,55,41,37,995,839,8596
E02000746,Newham 033,4818,286,396,562,763,103,34,25,36,795,1608,9426
E02000747,Newham 034,5699,317,648,993,811,84,54,20,52,948,3470,13096
E02000748,Newham 035,3187,243,325,388,434,66,32,21,34,817,727,6274
E02000749,Newham 036,5216,349,624,622,663,92,33,20,60,916,955,9550
E02000751,Redbridge 001,5978,256,378,456,791,92,33,19,30,602,2526,11161
E02000752,Redbridge 002,4542,160,353,510,670,301,58,20,32,900,1239,8785
E02000753,Redbridge 003,3673,149,260,382,511,207,27,21,46,748,897,6921
E02000754,Redbridge 004,3273,176,269,327,526,57,23,16,30,589,1483,6769
E02000755,Redbridge 005,2669,126,289,322,423,54,19,10,18,520,1031,5481
E02000756,Redbridge 006,7513,343,633,774,1182,242,79,34,76,1385,2331,14592
E02000757,Redbridge 007,5754,332,407,660,908,76,51,31,39,851,3284,12393
E02000758,Redbridge 008,3815,195,340,425,436,76,24,11,35,536,996,6889
E02000759,Redbridge 009,6534,354,513,764,997,110,47,21,42,997,2711,13090
E02000760,Redbridge 010,4166,217,304,385,548,114,32,24,27,648,1070,7535
E02000762,Redbridge 012,3512,141,273,426,459,91,44,17,46,475,1137,6621
E02000763,Redbridge 013,4174,261,302,479,625,132,57,28,49,662,1246,8015
E02000764,Redbridge 014,5897,292,381,715,788,94,44,18,34,704,3341,12308
E02000765,Redbridge 015,4071,216,274,372,548,99,35,22,40,637,1214,7528
E02000767,Redbridge 017,4638,293,284,501,610,131,40,23,41,661,1402,8624
E02000768,Redbridge 018,2927,124,220,319,295,33,29,10,15,305,1511,5788
E02000770,Redbridge 020,4464,321,297,452,636,113,57,22,39,651,1072,8124
E02000772,Redbridge 022,4843,349,402,369,497,141,36,29,41,650,1024,8381
E02000773,Redbridge 023,6181,432,413,533,671,161,78,31,37,758,1437,10732
E02000774,Redbridge 024,4685,304,323,439,573,123,44,15,25,671,906,8108
E02000776,Redbridge 026,3950,301,287,379,421,92,27,17,21,532,1011,7038
E02000777,Redbridge 027,3160,107,307,333,282,32,14,5,19,369,1375,6003
E02000779,Redbridge 029,4904,325,344,434,551,103,22,10,27,672,1025,8417
E02000781,Redbridge 031,9363,573,890,792,942,231,66,40,71,1397,1930,16295
E02000782,Redbridge 032,6903,423,420,602,730,160,45,17,38,823,1324,11485
E02000783,Redbridge 033,4558,261,320,437,457,118,36,18,29,611,554,7399
E02000784,Richmond upon Thames 001,5415,279,300,464,253,16,14,12,27,374,2977,10131
E02000785,Richmond upon Thames 002,4671,228,248,348,378,38,23,10,26,314,3430,9714
E02000786,Richmond upon Thames 003,5393,318,361,618,359,27,26,10,26,446,3789,11373
E02000787,Richmond upon Thames 004,5826,390,349,546,494,37,21,20,21,514,3870,12088
E02000788,Richmond upon Thames 005,4505,284,327,397,277,23,17,8,19,341,2896,9094
E02000789,Richmond upon Thames 006,3104,129,169,235,271,17,10,8,24,204,2130,6301
E02000790,Richmond upon Thames 007,2995,170,198,215,290,32,15,7,12,212,2439,6585
E02000791,Richmond upon Thames 008,3045,122,154,213,302,31,13,6,26,190,2370,6472
E02000792,Richmond upon Thames 009,3467,189,190,188,267,30,16,5,19,274,2503,7148
E02000793,Richmond upon Thames 010,4111,297,513,391,328,47,21,9,15,546,1829,8107
E02000794,Richmond upon Thames 011,3292,242,300,271,337,42,23,21,15,304,2168,7015
E02000795,Richmond upon Thames 012,3866,159,244,218,205,13,11,11,12,238,1949,6926
E02000796,Richmond upon Thames 013,6042,344,746,648,486,109,22,15,26,770,1879,11087
E02000797,Richmond upon Thames 014,3495,287,304,289,362,52,9,7,20,325,2715,7865
E02000798,Richmond upon Thames 015,5638,440,562,431,470,98,23,16,22,616,2993,11309
E02000799,Richmond upon Thames 016,3559,234,229,190,247,29,16,11,31,234,1825,6605
E02000800,Richmond upon Thames 017,2976,183,323,202,208,18,8,3,10,314,1166,5411
E02000801,Richmond upon Thames 018,3449,283,301,236,248,52,13,11,22,278,2217,7110
E02000802,Richmond upon Thames 019,3423,267,320,264,276,67,13,12,12,340,2027,7021
E02000803,Richmond upon Thames 020,5235,358,481,582,354,100,19,12,21,577,1974,9713
E02000804,Richmond upon Thames 021,3507,267,294,238,304,51,17,12,10,294,2153,7147
E02000805,Richmond upon Thames 022,5428,414,381,340,450,60,15,6,22,404,3234,10754
E02000806,Richmond upon Thames 023,5270,285,439,452,377,138,25,14,28,486,2786,10300
E02000807,Southwark 001,2837,242,629,696,196,21,15,16,26,415,3134,8227
E02000808,Southwark 002,4610,613,601,323,129,25,24,10,32,408,3392,10167
E02000810,Southwark 004,5198,634,1013,684,257,38,19,21,54,694,3284,11896
E02000812,Southwark 006,5274,624,891,509,214,30,21,10,28,538,2650,10789
E02000813,Southwark 007,4541,362,808,768,293,35,20,15,29,614,2738,10223
E02000814,Southwark 008,3738,220,695,872,341,36,19,20,30,559,3762,10292
E02000815,Southwark 009,3383,438,636,333,153,20,17,18,36,319,2261,7614
E02000816,Southwark 010,4581,403,893,710,205,30,20,13,31,654,2066,9606
E02000817,Southwark 011,3601,296,574,525,159,36,7,6,27,471,1118,6820
E02000818,Southwark 012,4327,473,986,483,181,32,16,12,41,573,2667,9791
E02000819,Southwark 013,4435,394,881,588,202,43,20,16,38,544,1338,8499
E02000820,Southwark 014,4355,398,914,431,196,36,12,24,42,513,2324,9245
E02000821,Southwark 015,4888,451,925,625,207,47,25,15,51,833,1292,9359
E02000822,Southwark 016,3437,361,708,440,145,30,17,18,28,467,1068,6719
E02000823,Southwark 017,4046,342,959,523,198,33,22,22,60,600,1880,8685
E02000824,Southwark 018,5241,360,999,816,308,51,22,25,65,725,1290,9902
E02000825,Southwark 019,5420,499,933,781,296,54,28,26,56,693,1440,10226
E02000826,Southwark 020,4619,467,844,819,257,34,10,13,51,613,2153,9880
E02000827,Southwark 021,5328,577,1084,900,261,51,24,31,50,730,2275,11311
E02000828,Southwark 022,4224,371,732,809,260,58,20,22,43,668,1606,8813
E02000829,Southwark 023,5096,355,852,941,278,62,39,18,36,654,2597,10928
E02000830,Southwark 024,3430,431,561,749,198,29,21,16,32,450,2966,8883
E02000831,Southwark 025,3798,411,482,801,193,26,22,11,19,501,3087,9351
E02000832,Southwark 026,4716,327,519,834,257,38,26,15,25,607,2324,9688
E02000833,Southwark 027,3504,578,424,687,181,35,19,8,38,430,1583,7487
E02000834,Southwark 028,3768,379,405,733,187,29,13,10,9,372,3485,9390
E02000835,Southwark 029,3570,183,426,608,204,30,20,5,24,386,2226,7682
E02000836,Southwark 030,3525,327,301,650,132,29,10,12,14,353,2946,8299
E02000837,Southwark 031,4267,230,220,612,104,11,10,6,12,234,2853,8559
E02000838,Southwark 032,4293,279,471,796,219,32,17,10,24,462,2893,9496
E02000839,Southwark 033,4351,179,342,623,274,37,6,7,27,475,2156,8477
E02000840,Sutton 001,4994,405,939,557,480,65,17,11,24,847,980,9319
E02000841,Sutton 002,4790,557,855,646,428,82,24,14,27,887,877,9187
E02000842,Sutton 003,4136,390,601,551,422,49,20,19,24,790,1277,8279
E02000843,Sutton 004,4227,355,760,600,612,52,19,20,23,800,2005,9473
E02000844,Sutton 005,4377,474,694,534,436,50,16,8,28,890,1149,8656
E02000845,Sutton 006,4537,276,544,563,524,78,22,11,23,745,2097,9420
E02000846,Sutton 007,3788,428,475,471,381,55,25,8,22,617,1345,7615
E02000847,Sutton 008,4777,319,549,574,469,67,16,15,22,794,1820,9422
E02000848,Sutton 009,3930,474,529,584,380,83,19,10,23,738,1371,8141
E02000849,Sutton 010,4032,342,681,403,454,62,27,14,22,638,1499,8174
E02000850,Sutton 011,5354,463,791,640,608,90,23,24,34,899,1910,10836
E02000851,Sutton 012,5614,741,643,807,647,87,20,24,24,953,2024,11584
E02000852,Sutton 013,3864,485,489,461,436,64,23,20,17,658,1629,8146
E02000853,Sutton 014,4032,424,426,551,430,76,27,9,24,720,1452,8171
E02000854,Sutton 015,3683,334,468,367,369,51,12,15,22,519,1771,7611
E02000855,Sutton 016,4218,332,450,425,385,95,21,9,16,539,1716,8206
E02000856,Sutton 017,4640,347,672,517,482,77,30,21,26,685,1834,9331
E02000857,Sutton 018,4303,450,439,588,527,94,23,11,29,669,1862,8995
E02000858,Sutton 019,4898,382,611,467,432,67,23,18,24,672,972,8566
E02000859,Sutton 020,4624,286,581,395,371,61,19,18,36,570,1526,8487
E02000860,Sutton 021,4332,422,473,508,496,97,22,10,22,743,1660,8785
E02000861,Sutton 022,4136,249,350,327,310,86,17,15,22,417,1847,7776
E02000863,Sutton 024,3466,151,372,399,330,91,13,19,23,463,1410,6737
E02000864,Tower Hamlets 001,5497,390,705,770,266,29,19,23,33,632,2900,11264
E02000865,Tower Hamlets 002,4260,430,544,448,157,11,12,8,25,423,1644,7962
E02000866,Tower Hamlets 003,4852,416,818,662,209,41,19,14,36,556,3023,10646
E02000867,Tower Hamlets 004,4750,341,878,818,276,32,19,20,30,570,3595,11329
E02000868,Tower Hamlets 005,3299,393,465,408,125,17,11,12,23,422,2021,7196
E02000869,Tower Hamlets 006,2953,308,395,231,66,16,6,6,14,337,1601,5933
E02000870,Tower Hamlets 007,3286,351,411,349,122,30,12,14,24,367,1403,6369
E02000871,Tower Hamlets 008,6220,451,811,835,313,53,24,27,37,644,2100,11515
E02000872,Tower Hamlets 009,3872,523,514,310,130,29,18,10,29,452,2258,8145
E02000873,Tower Hamlets 010,5939,408,558,506,173,31,13,43,47,430,1698,9846
E02000874,Tower Hamlets 011,4231,428,469,396,128,27,12,16,23,422,1344,7496
E02000875,Tower Hamlets 012,7382,520,934,883,349,48,36,21,38,741,2616,13568
E02000876,Tower Hamlets 013,3737,489,461,358,149,24,15,16,16,408,1602,7275
E02000877,Tower Hamlets 014,7308,536,951,868,319,43,27,40,39,770,2906,13807
E02000878,Tower Hamlets 015,5289,759,528,381,163,23,27,22,36,494,2712,10434
E02000879,Tower Hamlets 016,4700,526,567,415,162,23,16,23,30,497,1381,8340
E02000880,Tower Hamlets 017,3539,514,487,282,110,23,13,12,26,360,1146,6512
E02000881,Tower Hamlets 018,6021,380,619,677,293,32,16,26,41,583,2143,10831
E02000882,Tower Hamlets 019,6754,645,694,609,220,39,24,21,30,584,1881,11501
E02000883,Tower Hamlets 020,5622,370,507,639,218,53,16,30,37,512,1283,9287
E02000884,Tower Hamlets 021,6261,937,725,440,195,45,22,35,42,510,3558,12770
E02000885,Tower Hamlets 022,4224,440,468,350,115,28,16,16,29,390,978,7054
E02000886,Tower Hamlets 023,4283,410,626,635,192,34,16,17,29,503,2845,9590
E02000887,Tower Hamlets 024,6018,461,695,643,293,28,27,42,33,632,1929,10801
E02000888,Tower Hamlets 025,4208,440,579,438,168,26,14,20,25,446,2255,8619
E02000889,Tower Hamlets 026,3830,531,619,355,112,20,20,10,31,405,3031,8964
E02000890,Tower Hamlets 027,1970,245,378,254,68,15,6,13,26,225,2613,5813
E02000893,Tower Hamlets 030,3705,281,294,541,212,29,15,14,21,415,1882,7409
E02000894,Tower Hamlets 031,4849,394,536,781,258,30,24,29,34,521,3551,11007
E02000895,Waltham Forest 001,4611,200,436,451,516,60,34,9,22,767,1265,8371
E02000896,Waltham Forest 002,4676,276,386,463,648,77,22,17,25,693,2047,9330
E02000897,Waltham Forest 003,4584,281,429,428,582,67,26,16,11,734,1409,8567
E02000898,Waltham Forest 004,4303,265,425,418,495,62,28,12,19,697,1281,8005
E02000899,Waltham Forest 005,4631,336,471,455,597,81,35,24,38,941,1203,8812
E02000900,Waltham Forest 006,4876,334,554,534,648,75,28,13,39,832,1040,8973
E02000901,Waltham Forest 007,5150,303,508,496,711,83,26,20,19,777,2397,10490
E02000902,Waltham Forest 008,5204,355,517,474,703,76,22,20,24,899,1665,9959
E02000903,Waltham Forest 009,5556,384,488,667,650,47,40,14,28,842,1556,10272
E02000904,Waltham Forest 010,4044,344,375,448,613,71,39,25,34,719,1714,8426
E02000905,Waltham Forest 011,5039,381,446,551,710,83,56,21,47,870,2271,10475
E02000906,Waltham Forest 012,4611,333,416,614,564,71,29,14,37,750,2215,9654
E02000907,Waltham Forest 013,5852,360,372,598,634,87,33,13,32,816,1784,10581
E02000908,Waltham Forest 014,5688,349,567,948,786,88,32,17,42,1089,3295,12901
E02000909,Waltham Forest 015,4345,325,339,546,551,57,19,19,25,612,2408,9246
E02000910,Waltham Forest 016,5167,485,397,765,656,108,22,22,25,998,2784,11429
E02000911,Waltham Forest 017,5914,451,578,1018,749,106,38,24,49,1148,2888,12963
E02000912,Waltham Forest 018,4974,345,438,704,470,59,23,14,36,885,1794,9742
E02000913,Waltham Forest 019,5073,507,384,696,524,58,22,10,24,785,1557,9640
E02000914,Waltham Forest 020,6573,568,495,833,546,84,11,30,49,1121,1490,11800
E02000915,Waltham Forest 021,3643,269,314,633,508,62,13,9,25,685,1950,8111
E02000916,Waltham Forest 022,5068,354,603,955,459,51,31,12,56,1007,1965,10561
E02000917,Waltham Forest 023,4316,329,416,788,528,71,20,8,30,1020,2062,9588
E02000918,Waltham Forest 024,4375,312,409,715,612,78,28,21,37,849,1887,9323
E02000919,Waltham Forest 025,4154,341,434,795,592,71,30,21,61,966,1776,9241
E02000920,Waltham Forest 026,5129,358,563,943,502,84,32,20,59,964,1645,10299
E02000921,Waltham Forest 027,5463,435,545,923,672,101,41,22,45,1303,1647,11197
E02000922,Waltham Forest 028,5032,358,529,761,667,83,34,21,55,1152,1767,10459
E02000923,Wandsworth 001,3169,406,521,434,129,18,12,6,21,382,2426,7524
E02000925,Wandsworth 003,3730,378,732,462,177,27,12,13,23,496,1851,7901
E02000926,Wandsworth 004,4160,513,923,863,260,43,32,11,42,515,4277,11639
E02000927,Wandsworth 005,2912,229,556,444,139,27,14,13,20,385,2361,7100
E02000928,Wandsworth 006,3492,218,358,562,213,22,11,5,22,267,3186,8356
E02000929,Wandsworth 007,4119,349,679,604,163,30,14,8,25,511,1602,8104
E02000930,Wandsworth 008,3319,279,662,820,263,63,19,14,43,436,4163,10081
E02000931,Wandsworth 009,3188,189,410,623,162,28,21,12,16,264,3903,8816
E02000932,Wandsworth 010,4173,400,647,1016,348,53,23,17,43,508,5617,12845
E02000933,Wandsworth 011,3756,247,379,609,296,26,8,5,19,347,3173,8865
E02000934,Wandsworth 012,2805,299,562,744,215,53,29,14,44,391,3761,8917
E02000935,Wandsworth 013,4641,252,436,504,239,39,17,13,25,534,673,7373
E02000936,Wandsworth 014,3523,336,509,784,303,29,19,8,16,384,3456,9367
E02000937,Wandsworth 015,3522,223,339,551,169,31,12,12,13,253,3034,8159
E02000938,Wandsworth 016,5483,377,617,877,363,35,21,18,34,651,2289,10765
E02000939,Wandsworth 017,3693,156,247,478,141,14,6,9,18,213,2845,7820
E02000940,Wandsworth 018,3547,436,579,769,277,29,15,11,35,535,3090,9323
E02000941,Wandsworth 019,4093,327,554,724,213,44,14,13,28,459,3706,10175
E02000942,Wandsworth 020,4106,304,435,596,292,27,24,14,24,385,3476,9683
E02000943,Wandsworth 021,2994,202,365,751,202,27,6,8,15,247,3904,8721
E02000944,Wandsworth 022,3939,335,515,561,300,29,15,15,24,566,1340,7639
E02000945,Wandsworth 023,4315,239,594,599,312,35,13,13,30,699,993,7842
E02000946,Wandsworth 024,3805,324,389,583,208,25,15,9,26,416,2635,8435
E02000947,Wandsworth 025,3675,266,426,617,288,30,12,6,21,356,3644,9341
E02000948,Wandsworth 026,3287,237,376,882,297,36,20,18,24,386,4465,10028
E02000949,Wandsworth 027,3756,244,321,835,262,30,12,13,21,342,4169,10005
E02000950,Wandsworth 028,3540,227,485,581,313,28,12,7,12,522,1858,7585
E02000951,Wandsworth 029,2410,201,248,581,181,23,2,7,14,313,2449,6429
E02000952,Wandsworth 030,2348,198,241,474,207,14,9,7,9,273,2366,6146
E02000953,Wandsworth 031,2884,591,304,506,284,33,9,7,23,308,2556,7505
E02000954,Wandsworth 032,2623,224,235,421,233,22,11,11,15,287,2018,6100
E02000955,Wandsworth 033,3113,377,286,455,293,23,10,4,22,368,1936,6887
E02000956,Wandsworth 034,3201,446,329,585,408,39,16,8,13,455,1919,7419
E02000957,Wandsworth 035,4533,567,429,711,572,49,22,19,16,731,3208,10857
E02000958,Wandsworth 036,4195,300,444,424,310,31,6,10,34,491,2030,8275
E02000959,Wandsworth 037,3710,190,443,537,457,31,11,16,38,664,1765,7862
E02000960,Westminster 001,3221,182,391,181,85,15,7,3,14,196,1859,6154
E02000961,Westminster 002,5214,295,632,403,174,34,14,6,32,385,2623,9812
E02000962,Westminster 003,4036,280,473,212,107,15,0,5,17,273,2284,7702
E02000963,Westminster 004,5991,505,790,622,144,28,7,11,32,701,1691,10522
E02000964,Westminster 005,6278,484,998,692,181,27,12,12,33,711,2714,12142
E02000965,Westminster 006,3153,334,594,360,134,18,16,15,21,361,2868,7874
E02000966,Westminster 007,4168,282,629,352,118,19,11,9,41,394,3231,9254
E02000967,Westminster 008,2854,293,278,143,71,11,9,11,14,169,2201,6054
E02000968,Westminster 009,9215,852,1024,444,189,43,5,19,50,700,1940,14481
E02000969,Westminster 010,5762,525,747,369,124,20,19,10,25,563,1442,9606
E02000970,Westminster 011,2963,497,343,161,49,18,4,9,26,310,2457,6837
E02000971,Westminster 012,3346,522,441,187,78,16,12,10,20,311,2529,7472
E02000972,Westminster 013,3725,773,371,193,102,28,12,1,28,367,2277,7877
E02000973,Westminster 014,4331,459,637,457,151,21,9,10,19,456,3406,9956
E02000974,Westminster 015,4525,442,506,180,85,27,8,17,24,366,2525,8705
E02000975,Westminster 016,3109,293,573,220,109,24,8,15,25,357,2686,7419
E02000976,Westminster 017,3877,325,647,301,94,22,6,11,26,376,2746,8431
E02000977,Westminster 018,3022,541,294,140,45,16,25,9,36,344,1916,6388
E02000978,Westminster 019,3957,263,368,114,56,11,25,6,13,292,2023,7128
E02000979,Westminster 020,3993,571,507,194,62,24,11,13,28,309,2376,8088
E02000980,Westminster 021,4335,477,717,340,85,25,13,14,22,422,2276,8726
E02000981,Westminster 022,3448,377,617,314,71,24,6,12,25,425,2952,8271
E02000982,Westminster 023,4077,376,552,302,92,11,5,9,26,450,1738,7638
E02000983,Westminster 024,3892,349,652,261,90,15,9,6,21,392,2005,7692
E02003237,Peterborough 001,3279,142,246,565,358,36,57,44,56,373,1001,6157
E02003238,Peterborough 002,2794,247,342,721,161,67,63,48,43,406,845,5737
E02003239,Peterborough 003,4208,197,755,779,230,107,89,53,82,578,1249,8327
E02003240,Peterborough 004,3308,345,87,362,594,76,97,66,150,451,1335,6871
E02003241,Peterborough 005,3637,162,295,657,519,116,64,75,70,525,1060,7180
E02003242,Peterborough 006,4591,425,779,627,139,113,72,59,65,587,989,8446
E02003243,Peterborough 007,6908,474,1669,789,198,245,94,89,115,790,797,12168
E02003244,Peterborough 008,5971,529,1141,511,102,286,55,74,80,700,586,10035
E02003245,Peterborough 009,4718,835,772,519,94,208,51,67,81,477,418,8240
E02003246,Peterborough 010,5969,706,844,470,108,395,69,90,85,793,503,10032
E02003247,Peterborough 011,4913,883,783,569,114,188,60,49,80,523,686,8848
E02003248,Peterborough 012,6764,926,997,467,116,388,76,73,117,802,848,11574
E02003249,Peterborough 013,7111,1214,1190,713,125,361,101,95,129,848,935,12822
E02003250,Peterborough 014,6294,1104,1231,484,140,619,122,106,123,781,1043,12047
E02003251,Peterborough 015,4532,679,676,172,103,130,42,71,80,320,1115,7920
E02003252,Peterborough 016,6355,1066,1451,365,176,360,87,112,148,741,1664,12525
E02003253,Peterborough 017,4889,805,1321,448,104,307,86,87,103,720,1395,10265
E02003254,Peterborough 018,4769,339,588,697,196,167,62,87,87,497,1749,9238
E02003255,Peterborough 019,6867,464,1613,1142,225,350,144,114,166,968,1670,13723
E02003257,Peterborough 021,5455,591,936,664,149,228,82,67,91,644,711,9618
E02003258,Luton 001,4253,277,727,464,272,273,74,190,41,707,1331,8609
E02003259,Luton 002,3719,323,553,347,192,172,65,148,28,590,662,6799
E02003260,Luton 003,5323,425,736,431,250,211,88,146,35,701,600,8946
E02003261,Luton 004,3649,218,545,194,185,165,58,94,33,499,802,6442
E02003262,Luton 005,6580,607,853,339,345,252,87,237,56,887,946,11189
E02003263,Luton 006,7394,671,1183,361,390,305,99,235,45,1059,1235,12977
E02003264,Luton 007,5295,420,901,193,302,197,77,175,34,611,1643,9848
E02003265,Luton 008,4155,365,749,441,362,167,91,91,44,692,1075,8232
E02003266,Luton 009,5770,827,639,445,295,254,89,220,66,809,698,10112
E02003267,Luton 010,9078,880,913,376,526,358,78,164,68,1099,1102,14642
E02003268,Luton 011,7859,820,944,181,361,390,114,177,57,1040,1006,12949
E02003269,Luton 012,5486,552,751,460,533,237,130,164,51,963,1448,10775
E02003270,Luton 013,4823,970,652,205,240,211,94,176,43,623,770,8807
E02003271,Luton 014,4778,741,651,538,497,220,123,146,53,942,1527,10216
E02003272,Luton 015,7246,830,772,194,388,271,62,108,54,818,613,11356
E02003273,Luton 016,6448,841,555,535,526,271,153,214,44,1048,1395,12030
E02003274,Luton 017,7439,778,571,434,436,218,98,136,39,758,633,11540
E02003276,Luton 019,5631,563,598,322,352,199,88,127,40,736,494,9150
E02003277,Luton 020,6846,677,714,461,488,285,148,152,46,1084,711,11612
E02003278,Luton 021,6670,972,746,796,776,425,170,238,92,1227,1165,13277
E02003279,Southend-on-Sea 001,5131,294,826,450,258,149,63,148,33,758,1338,9448
E02003280,Southend-on-Sea 002,5769,716,892,310,239,139,90,175,38,849,1369,10586
E02003281,Southend-on-Sea 003,5388,345,670,349,198,120,65,167,39,700,1401,9442
E02003282,Southend-on-Sea 004,5828,990,627,267,233,149,72,201,52,755,1512,10686
E02003283,Southend-on-Sea 005,6062,740,742,266,228,123,63,199,44,819,1707,10993
E02003284,Southend-on-Sea 006,5801,1030,937,282,212,160,76,183,85,1007,1431,11204
E02003285,Southend-on-Sea 007,5661,1307,669,362,250,169,60,225,56,838,1687,11284
E02003286,Southend-on-Sea 008,4872,273,543,339,175,105,67,206,35,506,2241,9362
E02003287,Southend-on-Sea 009,6165,417,762,301,175,100,36,130,55,651,1360,10152
E02003288,Southend-on-Sea 010,6940,1546,784,357,292,201,85,228,64,954,1560,13011
E02003289,Southend-on-Sea 011,4562,471,641,318,201,110,63,328,56,660,2481,9891
E02003290,Southend-on-Sea 012,5165,697,456,262,192,113,59,269,38,596,2080,9927
E02003291,Southend-on-Sea 013,6341,601,316,1101,298,192,121,143,146,908,1508,11675
E02003292,Southend-on-Sea 014,6660,970,1004,305,284,169,95,210,88,907,1402,12094
E02003293,Southend-on-Sea 015,6116,1019,751,337,263,174,70,298,63,838,1764,11693
E02003294,Southend-on-Sea 016,5184,363,590,283,161,91,39,169,78,549,1610,9117
E02003295,Southend-on-Sea 017,5782,475,498,618,224,131,99,124,117,680,1371,10119
E02003296,Thurrock 001,3673,194,334,375,552,168,144,65,32,629,919,7085
E02003297,Thurrock 002,4073,291,272,441,507,145,141,45,27,661,710,7313
E02003298,Thurrock 003,3774,264,243,469,509,174,171,64,25,653,750,7096
E02003299,Thurrock 004,3179,84,212,570,377,192,136,30,34,580,1024,6418
E02003300,Thurrock 005,4382,244,325,742,627,190,248,65,43,838,1245,8949
E02003301,Thurrock 006,6139,297,732,714,672,584,167,41,35,1132,1519,12032
E02003302,Thurrock 007,5558,402,772,499,585,407,106,31,46,1045,957,10408
E02003303,Thurrock 008,4839,270,622,595,634,367,79,32,41,937,1101,9517
E02003304,Thurrock 009,5259,350,897,263,523,282,140,26,33,778,1100,9651
E02003305,Thurrock 010,3771,247,477,264,406,227,140,27,25,583,916,7083
E02003307,Thurrock 012,6102,296,711,702,494,246,216,63,43,908,842,10623
E02003308,Thurrock 013,3850,153,329,676,540,232,233,51,33,674,940,7711
E02003309,Thurrock 014,3856,489,502,251,382,271,156,37,35,701,1091,7771
E02003311,Thurrock 016,4484,639,896,230,519,403,194,49,32,829,1027,9302
E02003312,Thurrock 017,4642,538,1018,180,560,408,230,39,36,839,935,9425
E02003313,Thurrock 018,8431,1105,670,909,698,402,401,70,60,1156,919,14821
E02003314,Medway 001,3736,100,188,231,608,223,132,153,34,720,647,6772
E02003315,Medway 002,2869,89,155,456,366,165,89,96,27,593,818,5723
E02003316,Medway 003,6082,247,553,733,758,376,228,278,68,1218,1600,12141
E02003317,Medway 004,3637,233,430,264,413,162,121,148,41,636,994,7079
E02003318,Medway 005,3006,232,278,285,362,127,96,106,40,557,879,5968
E02003319,Medway 006,4252,526,430,283,502,190,114,153,38,795,958,8241
E02003320,Medway 007,4597,608,559,225,476,171,135,216,140,704,1571,9402
E02003321,Medway 008,3790,241,292,355,302,147,73,124,25,589,556,6494
E02003322,Medway 009,4298,513,573,220,406,182,133,199,58,664,787,8033
E02003323,Medway 010,4005,376,560,233,328,143,111,161,37,629,803,7386
E02003324,Medway 011,5086,451,526,539,626,288,165,201,45,1071,1079,10077
E02003325,Medway 012,4089,717,475,173,353,121,80,155,32,568,596,7359
E02003326,Medway 013,4120,606,488,163,383,159,98,157,41,716,836,7767
E02003327,Medway 014,3666,461,380,222,306,142,78,177,33,550,1441,7456
E02003328,Medway 015,5501,657,559,245,443,176,108,239,65,797,1125,9915
E02003329,Medway 016,3451,707,592,153,303,148,76,127,41,657,623,6878
E02003330,Medway 017,3388,467,450,202,309,137,80,154,38,603,954,6782
E02003331,Medway 018,4841,429,679,328,432,140,96,112,47,908,844,8856
E02003332,Medway 019,3383,417,434,151,239,86,72,117,41,524,820,6284
E02003333,Medway 020,3919,384,543,187,263,145,87,132,35,615,495,6805
E02003334,Medway 021,3316,393,421,190,317,112,84,133,32,542,676,6216
E02003335,Medway 022,4367,486,542,159,289,140,77,145,40,656,530,7431
E02003336,Medway 023,3374,237,353,334,278,107,73,104,26,559,909,6354
E02003337,Medway 024,4134,325,488,261,317,142,91,134,51,641,834,7418
E02003338,Medway 025,3843,199,325,651,311,107,85,147,32,659,943,7302
E02003339,Medway 026,3389,336,481,213,236,119,60,137,27,565,879,6442
E02003340,Medway 027,4522,359,717,220,267,158,73,147,46,815,764,8088
E02003341,Medway 028,3237,82,215,554,388,214,90,135,34,660,993,6602
E02003342,Medway 029,3490,270,265,395,241,78,62,119,29,568,906,6423
E02003343,Medway 030,3191,250,343,235,219,100,81,103,28,467,956,5973
E02003344,Medway 031,3600,202,613,362,219,136,83,122,32,731,702,6802
E02003345,Medway 032,3056,179,254,540,278,109,84,79,31,622,1021,6253
E02003346,Medway 033,3691,277,480,371,264,122,82,121,39,694,949,7090
E02003347,Medway 034,2687,204,560,414,218,186,102,117,37,694,877,6096
E02003348,Medway 035,4258,260,444,474,263,161,93,127,33,604,1378,8095
E02003349,Medway 036,3897,281,323,530,276,129,110,126,27,701,987,7387
