Middle layer Super Output Areas Code,Middle layer Super Output Areas,Occupancy_rating_of_rooms_+2_or_more,Occupancy_rating_of_rooms_+1,Occupancy_rating_of_rooms_0,Occupancy_rating_of_rooms_-1,Occupancy_rating_of_rooms_-2_or_less,Total
E02006326,Elmbridge 010,1560,665,749,132,15,3121
E02006327,Elmbridge 011,1551,726,476,41,5,2799
E02006328,Elmbridge 012,1876,1043,1036,216,13,4184
E02006329,Elmbridge 013,1789,487,404,98,16,2794
E02006330,Elmbridge 014,2209,850,826,123,14,4022
E02006331,Elmbridge 015,1947,501,294,55,10,2807
E02006332,Elmbridge 016,1584,614,360,60,8,2626
E02006333,Elmbridge 017,2309,776,677,118,21,3901
E02006334,Elmbridge 018,2608,330,236,48,8,3230
E02006335,Epsom and Ewell 001,1835,653,468,142,27,3125
E02006336,Epsom and Ewell 002,999,808,729,160,39,2735
E02006337,Epsom and Ewell 003,2300,622,310,61,11,3304
E02006338,Epsom and Ewell 004,1574,662,262,70,10,2578
E02006339,Epsom and Ewell 005,1542,1157,1040,228,49,4016
E02006341,Epsom and Ewell 007,1786,977,1040,254,55,4112
E02006342,Epsom and Ewell 008,1142,968,1263,283,44,3700
E02006343,Epsom and Ewell 009,2168,722,332,82,9,3313
E02006344,Guildford 001,2286,686,408,77,11,3468
E02006345,Guildford 002,1519,642,229,47,10,2447
E02006346,Guildford 003,2844,625,357,69,6,3901
E02006347,Guildford 004,1507,872,583,104,12,3078
E02006348,Guildford 005,2001,842,470,128,14,3455
E02006349,Guildford 006,1374,808,757,169,14,3122
E02006350,Guildford 007,1005,594,671,159,24,2453
E02006351,Guildford 008,1644,761,808,168,9,3390
E02006352,Guildford 009,1111,512,504,150,12,2289
E02006353,Guildford 010,1132,704,632,116,18,2602
E02006354,Guildford 011,2421,696,572,117,11,3817
E02006355,Guildford 012,716,570,787,235,56,2364
E02006356,Guildford 013,1542,1277,1971,514,55,5359
E02006357,Guildford 014,1535,823,558,97,7,3020
E02006358,Guildford 015,1158,573,723,280,21,2755
E02006359,Guildford 016,1524,454,525,109,7,2619
E02006360,Guildford 017,2034,714,461,75,5,3289
E02006361,Guildford 018,1583,437,255,46,7,2328
E02006362,Mole Valley 001,1821,514,337,63,8,2743
E02006363,Mole Valley 002,1485,446,332,112,2,2377
E02006364,Mole Valley 003,968,908,1165,378,33,3452
E02006365,Mole Valley 004,1544,629,477,96,4,2750
E02006366,Mole Valley 005,2114,615,375,68,7,3179
E02006367,Mole Valley 006,1564,425,469,124,5,2587
E02006368,Mole Valley 007,1538,450,342,78,11,2419
E02006369,Mole Valley 008,1525,856,384,61,7,2833
E02006370,Mole Valley 009,1418,746,535,126,13,2838
E02006371,Mole Valley 010,1496,735,735,216,16,3198
E02006372,Mole Valley 011,1077,678,763,177,18,2713
E02006373,Mole Valley 012,1835,636,479,126,18,3094
E02006374,Mole Valley 013,1634,680,523,108,12,2957
E02006375,Reigate and Banstead 001,1647,508,312,84,9,2560
E02006376,Reigate and Banstead 002,1897,839,522,83,8,3349
E02006377,Reigate and Banstead 003,1552,494,261,54,12,2373
E02006378,Reigate and Banstead 004,1990,769,479,112,13,3363
E02006379,Reigate and Banstead 005,779,865,944,199,25,2812
E02006380,Reigate and Banstead 006,1981,586,257,63,10,2897
E02006381,Reigate and Banstead 007,1828,655,328,71,6,2888
E02006382,Reigate and Banstead 008,1081,688,661,202,36,2668
E02006383,Reigate and Banstead 009,2113,1050,738,111,7,4019
E02006384,Reigate and Banstead 010,1736,1103,1294,320,47,4500
E02006385,Reigate and Banstead 011,1626,1206,1485,363,73,4753
E02006386,Reigate and Banstead 012,1779,760,646,128,19,3332
E02006387,Reigate and Banstead 013,1330,661,523,121,17,2652
E02006388,Reigate and Banstead 014,1790,1001,784,198,25,3798
E02006389,Reigate and Banstead 015,1518,682,510,110,23,2843
E02006390,Reigate and Banstead 016,1973,1091,837,158,20,4079
E02006391,Reigate and Banstead 017,1729,735,424,101,16,3005
E02006392,Reigate and Banstead 018,1357,1130,1101,320,43,3951
E02006393,Runnymede 001,1048,676,853,251,18,2846
E02006394,Runnymede 002,1510,770,954,230,28,3492
E02006395,Runnymede 003,1712,932,1001,209,31,3885
E02006396,Runnymede 004,1134,654,563,85,10,2446
E02006397,Runnymede 005,1687,414,305,65,16,2487
E02006398,Runnymede 006,1270,1048,1209,230,32,3789
E02006399,Runnymede 007,2195,1226,1375,280,40,5116
E02006400,Runnymede 008,1229,584,486,70,7,2376
E02006401,Runnymede 009,1681,1228,1225,312,38,4484
E02006402,Runnymede 010,2337,946,497,115,21,3916
E02006403,Spelthorne 001,797,578,837,433,66,2711
E02006404,Spelthorne 002,851,765,818,269,62,2765
E02006405,Spelthorne 003,1964,1158,1019,257,41,4439
E02006406,Spelthorne 004,1330,975,1393,282,30,4010
E02006407,Spelthorne 005,1673,967,812,189,37,3678
E02006408,Spelthorne 006,1303,1085,1032,256,32,3708
E02006409,Spelthorne 007,1189,704,663,124,25,2705
E02006410,Spelthorne 008,1037,890,1008,282,37,3254
E02006411,Spelthorne 009,1620,867,472,86,15,3060
E02006412,Spelthorne 010,1771,683,593,102,13,3162
E02006413,Spelthorne 011,1208,676,638,89,17,2628
E02006414,Spelthorne 012,1310,659,457,100,12,2538
E02006415,Spelthorne 013,1660,788,577,104,12,3141
E02006416,Surrey Heath 001,2473,605,369,94,12,3553
E02006417,Surrey Heath 002,1405,532,523,112,12,2584
E02006418,Surrey Heath 003,1839,518,376,53,7,2793
E02006419,Surrey Heath 004,1609,670,770,164,34,3247
E02006420,Surrey Heath 005,2102,478,432,66,9,3087
E02006421,Surrey Heath 006,2273,698,516,82,9,3578
E02006422,Surrey Heath 007,1601,460,356,35,3,2455
E02006423,Surrey Heath 008,1927,1138,1224,264,45,4598
E02006424,Surrey Heath 009,1693,407,275,47,9,2431
E02006425,Surrey Heath 010,1331,555,542,84,15,2527
E02006426,Surrey Heath 011,1429,467,309,45,3,2253
E02006427,Surrey Heath 012,1627,793,392,80,6,2898
E02006429,Tandridge 002,1625,912,931,139,12,3619
E02006430,Tandridge 003,1740,969,836,182,29,3756
E02006431,Tandridge 004,2233,1125,983,207,24,4572
E02006432,Tandridge 005,1326,489,409,69,10,2303
E02006433,Tandridge 006,2419,797,537,106,15,3874
E02006434,Tandridge 007,1361,566,486,122,19,2554
E02006435,Tandridge 008,1397,584,392,103,19,2495
E02006436,Tandridge 009,1236,602,563,117,18,2536
E02006437,Tandridge 010,1966,751,548,129,19,3413
E02006438,Tandridge 011,1983,760,474,100,19,3336
E02006439,Waverley 001,1406,642,551,82,10,2691
E02006440,Waverley 002,1844,586,365,65,26,2886
E02006441,Waverley 003,1570,1055,931,162,14,3732
E02006442,Waverley 004,1709,386,255,42,7,2399
E02006443,Waverley 005,1338,903,879,127,22,3269
E02006444,Waverley 006,1529,663,490,94,11,2787
E02006445,Waverley 007,1647,859,891,97,9,3503
E02006446,Waverley 008,1839,524,414,51,7,2835
E02006447,Waverley 009,1619,528,385,66,10,2608
E02006448,Waverley 010,1666,698,444,67,11,2886
E02006449,Waverley 011,1645,738,501,101,10,2995
E02006450,Waverley 012,1793,531,375,56,9,2764
E02006451,Waverley 013,2912,1003,841,140,13,4909
E02006453,Waverley 015,2104,777,489,56,9,3435
E02006454,Waverley 016,1685,576,488,85,6,2840
E02006455,Waverley 017,1261,539,594,84,5,2483
E02006456,Woking 001,1579,824,672,153,23,3251
E02006457,Woking 002,2620,573,473,63,8,3737
E02006458,Woking 003,2421,603,422,73,13,3532
E02006459,Woking 004,857,806,1157,485,185,3490
E02006460,Woking 005,1186,1124,1335,243,44,3932
E02006461,Woking 006,1639,543,430,138,16,2766
E02006462,Woking 007,1576,904,727,146,22,3375
E02006463,Woking 008,1432,1316,1820,440,29,5037
E02006464,Woking 009,1364,699,705,115,14,2897
E02006465,Woking 010,1541,468,340,127,12,2488
E02006466,Woking 011,1712,1096,1005,289,50,4152
E02006467,Woking 012,1920,531,279,41,6,2777
E02006534,Adur 001,1790,1029,612,159,22,3612
E02006535,Adur 002,1643,871,421,73,10,3018
E02006536,Adur 003,1395,913,460,123,15,2906
E02006537,Adur 004,1456,1329,1252,289,38,4364
E02006538,Adur 005,1795,1292,1061,193,18,4359
E02006539,Adur 006,1158,1070,683,172,31,3114
E02006540,Adur 007,899,892,648,158,16,2613
E02006541,Adur 008,1071,1319,1007,267,28,3692
E02006542,Arun 001,1521,685,354,71,11,2642
E02006543,Arun 002,1276,817,337,55,6,2491
E02006544,Arun 003,2473,1386,711,149,15,4734
E02006545,Arun 004,1705,1510,1259,281,36,4791
E02006546,Arun 005,2263,1428,862,143,9,4705
E02006547,Arun 006,1252,885,474,98,14,2723
E02006548,Arun 007,1766,1410,897,155,18,4246
E02006549,Arun 008,1699,972,278,53,6,3008
E02006550,Arun 009,1970,1345,760,123,26,4224
E02006551,Arun 010,2207,1359,523,95,4,4188
E02006552,Arun 011,918,871,1390,409,42,3630
E02006553,Arun 012,1506,1469,899,154,21,4049
E02006554,Arun 013,1604,893,556,84,5,3142
E02006555,Arun 014,898,944,1072,272,48,3234
E02006556,Arun 015,2555,1199,606,131,19,4510
E02006557,Arun 016,1088,757,845,292,35,3017
E02006558,Arun 017,1016,1170,2022,759,81,5048
E02006559,Arun 018,2435,1003,346,56,10,3850
E02006560,Arun 019,1707,1872,708,122,18,4427
E02006561,Chichester 001,1578,569,418,77,6,2648
E02006562,Chichester 002,1727,447,287,66,3,2530
E02006563,Chichester 003,1609,442,324,45,8,2428
E02006564,Chichester 004,1890,1010,788,119,11,3818
E02006565,Chichester 005,2177,776,510,82,9,3554
E02006566,Chichester 006,2284,779,520,80,10,3673
E02006567,Chichester 007,2032,765,466,72,10,3345
E02006568,Chichester 008,1673,1612,1758,325,24,5392
E02006569,Chichester 009,2131,1033,488,59,11,3722
E02006570,Chichester 010,1625,1162,1373,174,15,4349
E02006571,Chichester 011,2030,939,567,92,12,3640
E02006572,Chichester 012,1976,1335,1182,209,26,4728
E02006573,Chichester 013,2934,1367,745,153,16,5215
E02006574,Chichester 014,2423,1538,882,206,28,5077
E02006575,Crawley 001,1098,754,814,278,68,3012
E02006576,Crawley 002,2037,1087,887,166,18,4195
E02006577,Crawley 003,1278,890,1094,245,34,3541
E02006578,Crawley 004,1393,1188,1731,624,103,5039
E02006579,Crawley 005,1537,785,777,176,25,3300
E02006580,Crawley 006,1439,842,801,147,34,3263
E02006581,Crawley 007,1352,960,1424,430,50,4216
E02006582,Crawley 008,1747,648,475,93,13,2976
E02006583,Crawley 009,1718,907,985,171,29,3810
E02006584,Crawley 010,857,755,1031,254,52,2949
E02006585,Crawley 011,1448,797,653,145,40,3083
E02006586,Crawley 012,830,731,765,278,61,2665
E02006587,Crawley 013,850,907,1167,451,75,3450
E02006588,Horsham 001,1809,1238,1121,301,17,4486
E02006589,Horsham 002,2715,1059,763,95,3,4635
E02006590,Horsham 003,1713,1057,858,171,12,3811
E02006591,Horsham 004,1525,1002,930,186,8,3651
E02006592,Horsham 005,1640,517,324,77,7,2565
E02006593,Horsham 006,1863,1310,1671,369,22,5235
E02006594,Horsham 007,2058,1331,1005,124,11,4529
E02006595,Horsham 008,2249,671,366,67,6,3359
E02006596,Horsham 009,1932,1035,704,97,6,3774
E02006597,Horsham 010,2587,1372,1054,129,10,5152
E02006598,Horsham 011,1330,543,328,50,7,2258
E02006599,Horsham 012,2392,490,178,43,3,3106
E02006600,Horsham 013,2248,1354,913,146,10,4671
E02006601,Horsham 014,2092,944,706,140,14,3896
E02006602,Horsham 015,2203,737,422,59,10,3431
E02006603,Horsham 016,2099,1080,516,112,9,3816
E02006604,Mid Sussex 001,2155,1551,1746,458,41,5951
E02006605,Mid Sussex 002,1499,555,343,53,25,2475
E02006606,Mid Sussex 003,1963,779,563,95,12,3412
E02006607,Mid Sussex 004,1985,728,428,69,9,3219
E02006608,Mid Sussex 005,1566,591,389,61,5,2612
E02006609,Mid Sussex 006,1725,595,343,64,8,2735
E02006610,Mid Sussex 007,1875,631,591,82,5,3184
E02006611,Mid Sussex 008,2937,1030,606,79,4,4656
E02006612,Mid Sussex 009,1777,1741,1563,295,21,5397
E02006613,Mid Sussex 010,1238,939,925,161,19,3282
E02006614,Mid Sussex 011,2794,1238,1005,176,11,5224
E02006615,Mid Sussex 012,1369,784,540,80,10,2783
E02006616,Mid Sussex 013,1959,1208,770,110,14,4061
E02006617,Mid Sussex 014,1497,1103,1256,180,31,4067
E02006618,Mid Sussex 015,1704,587,243,41,2,2577
E02006619,Mid Sussex 016,1986,779,553,133,11,3462
E02006620,Mid Sussex 017,2374,1135,646,94,7,4256
E02006621,Worthing 001,1925,1007,356,63,8,3359
E02006622,Worthing 002,1574,1049,609,185,18,3435
E02006623,Worthing 003,1204,1213,858,149,33,3457
E02006624,Worthing 004,1828,633,292,102,9,2864
E02006625,Worthing 005,1595,766,756,174,17,3308
E02006626,Worthing 006,1428,1244,1009,202,29,3912
E02006627,Worthing 007,1742,1275,1042,167,19,4245
E02006628,Worthing 008,1429,1009,1152,334,34,3958
E02006629,Worthing 009,1324,864,805,283,25,3301
E02006630,Worthing 010,790,1340,1792,559,42,4523
E02006631,Worthing 011,1158,1293,2129,800,65,5445
E02006632,Worthing 012,1733,1193,751,199,16,3892
E02006633,Worthing 013,2216,1007,507,92,14,3836
E02006782,Bromley 040,1690,702,602,156,46,3196
E02006783,Lewisham 037,634,862,931,364,104,2895
E02006784,Lewisham 038,943,741,972,350,119,3125
E02006785,Bexley 029,1284,633,513,111,34,2575
E02006786,Greenwich 033,1108,664,731,310,61,2874
E02006787,Bromley 041,1803,643,505,117,21,3089
E02006788,Croydon 045,1224,733,673,216,49,2895
E02006789,Bromley 042,1657,621,403,90,18,2789
E02006790,Tandridge 012,1702,785,557,96,21,3161
E02006791,Ealing 040,983,948,1144,339,35,3449
E02006792,Hounslow 029,1117,962,1609,389,71,4148
E02006793,Enfield 037,535,636,1203,765,253,3392
E02006794,Haringey 037,479,538,1193,698,216,3124
E02006795,Harrow 032,1367,609,423,180,65,2644
E02006796,Hillingdon 033,1240,952,988,332,65,3577
E02006798,Lewisham 039,480,872,1559,676,189,3776
E02006799,Barking and Dagenham 023,800,993,1312,567,218,3890
E02006800,Redbridge 034,1505,902,1152,692,263,4514
E02006801,Lambeth 036,482,906,1787,463,75,3713
E02006802,Southwark 034,501,999,1839,503,98,3940
E02006821,Portsmouth 026,1556,654,341,57,14,2622
E02006822,Havant 018,2093,1016,555,127,21,3812
E02006823,Buckinghamshire 039,2520,585,358,61,7,3531
E02006824,Buckinghamshire 036,2353,832,562,48,8,3803
E02006825,East Cambridgeshire 011,1751,614,313,50,4,2732
E02006826,West Suffolk 015,1897,1646,1026,207,27,4803
E02006829,East Hampshire 016,2004,722,422,56,4,3208
E02006830,Havant 019,1146,677,670,257,41,2791
E02006831,Havant 020,1451,753,436,43,5,2688
E02006832,Sevenoaks 016,1319,631,390,110,11,2461
E02006833,Tonbridge and Malling 014,2815,1320,836,157,20,5148
E02006836,Sutton 025,1996,581,516,109,11,3213
E02006837,Epsom and Ewell 010,2716,878,686,121,37,4438
E02006838,East Hampshire 017,2020,589,332,48,8,2997
E02006839,Waverley 018,2247,573,509,94,12,3435
E02006853,Tower Hamlets 032,280,1038,2666,912,144,5040
E02006854,Tower Hamlets 033,178,1033,1801,452,63,3527
E02006855,Canterbury 019,893,690,746,190,33,2552
E02006856,Canterbury 020,1394,1514,1619,404,51,4982
E02006857,Eastbourne 013,1710,1244,816,158,13,3941
E02006858,Eastbourne 014,1243,1289,593,118,26,3269
E02006859,Thurrock 019,914,800,723,182,34,2653
E02006873,South Cambridgeshire 020,1546,1013,807,129,18,3513
E02006874,South Cambridgeshire 021,2417,982,548,72,7,4026
E02006877,Peterborough 022,1940,1371,896,152,21,4380
E02006878,Peterborough 023,2216,1201,948,210,40,4615
E02006879,Folkestone and Hythe 014,592,899,1549,452,52,3544
E02006880,Folkestone and Hythe 015,763,1203,1296,223,19,3504
E02006882,Harrow 033,2370,915,635,337,139,4396
E02006886,Vale of White Horse 016,3629,1158,753,75,19,5634
E02006907,Norwich 014,907,1238,1833,324,7,4309
E02006908,Norwich 015,1111,888,920,96,4,3019
E02006918,Hackney 028,355,685,1369,562,199,3170
E02006921,Hackney 029,394,526,1119,548,196,2783
E02006922,Colchester 022,2999,1478,1125,249,36,5887
E02006924,Redbridge 035,1696,812,900,506,183,4097
E02006925,Redbridge 036,1865,1010,825,328,161,4189
E02006926,Thurrock 020,1218,800,636,158,32,2844
E02006927,Greenwich 034,1492,1554,1582,383,75,5086
E02006928,Greenwich 035,445,1636,2598,496,92,5267
E02006930,Greenwich 037,1315,1094,1432,326,59,4226
E02006931,Greenwich 038,1302,1022,1371,374,65,4134
E02006937,Luton 022,759,838,1604,707,133,4041
E02006938,Luton 023,198,408,1374,813,168,2961
E02006939,Reading 019,403,806,1632,463,76,3380
E02006940,Reading 020,438,911,1744,466,47,3606
E02006941,Southwark 035,253,1078,1352,285,17,2985
E02006942,Southwark 036,254,974,1669,389,78,3364
E02006953,Barnet 042,245,885,1887,748,90,3855
E02006954,Barnet 043,668,813,1421,676,144,3722
E02006955,Brent 035,194,522,1485,396,112,2709
E02006956,Brent 036,854,488,668,348,147,2505
E02006968,Ealing 041,1281,812,981,431,55,3560
E02006969,Ealing 042,455,746,1320,405,50,2976
E02006970,Ealing 043,316,314,611,473,314,2028
E02006971,Ealing 044,589,476,534,370,253,2222
E02006972,Hounslow 030,297,626,1044,297,70,2334
E02006973,Hounslow 031,437,972,1689,529,99,3726
E02006975,Portsmouth 027,335,639,1299,349,32,2654
E02006976,Portsmouth 028,270,528,1016,414,62,2290
E02006978,Chelmsford 022,795,1012,1332,197,20,3356
E02006979,Chelmsford 023,693,972,1472,195,17,3349
E02006980,Rochford 011,1916,702,297,61,7,2983
E02006981,Rochford 012,1848,788,556,88,9,3289
E02006987,Croydon 046,169,813,2030,789,78,3879
E02006988,Croydon 047,500,709,1447,546,104,3306
E02006991,Greenwich 039,254,1143,1595,219,20,3231
E02006992,Greenwich 040,595,1192,1610,332,40,3769
E02006993,Greenwich 041,404,1016,1814,323,68,3625
E02006994,Greenwich 042,320,674,1527,626,137,3284
E02006995,Newham 038,258,950,1684,278,67,3237
E02006996,Newham 039,418,788,1464,367,122,3159
E02006997,Newham 040,163,676,1853,434,101,3227
E02006998,Newham 041,287,527,1107,569,178,2668
E02006999,Newham 042,391,1433,2550,582,97,5053
E02007004,Thurrock 021,372,748,1093,359,77,2649
E02007005,Thurrock 022,814,918,1028,304,47,3111
E02007008,Lewisham 040,152,609,1450,399,50,2660
E02007009,Lewisham 041,656,798,1697,682,154,3987
E02007010,Bedford 021,1737,997,597,117,15,3463
E02007011,Bedford 022,1447,735,483,88,17,2770
E02007012,Milton Keynes 033,1131,803,839,202,26,3001
E02007013,Milton Keynes 034,1472,934,846,201,38,3491
E02007014,Milton Keynes 035,983,727,848,234,30,2822
E02007015,Milton Keynes 036,1671,1062,842,136,25,3736
E02007016,Milton Keynes 037,1598,933,590,110,16,3247
E02007017,Redbridge 037,1109,734,588,251,79,2761
E02007018,Redbridge 038,649,615,803,366,96,2529
E02007019,Redbridge 039,323,427,882,609,164,2405
E02007020,Redbridge 040,899,564,604,408,250,2725
E02007021,Oxford 020,1095,617,697,188,78,2675
E02007032,North Norfolk 015,1492,1009,655,77,16,3249
E02007033,North Norfolk 016,1217,995,549,119,6,2886
E02007046,Ashford 015,1191,863,676,157,37,2924
E02007047,Ashford 016,1423,1021,786,114,23,3367
E02007052,Norwich 016,705,1140,1672,172,11,3700
E02007053,Norwich 017,558,833,1330,169,11,2901
E02007054,South Norfolk 016,1813,1101,561,59,10,3544
E02007055,South Norfolk 017,1679,1047,612,85,13,3436
E02007056,Colchester 023,1730,881,637,137,4,3389
E02007057,Colchester 024,1233,956,759,114,12,3074
E02007068,Slough 015,394,461,931,400,157,2343
E02007069,Slough 016,579,472,709,367,171,2298
E02007074,Southampton 033,266,684,1475,506,84,3015
E02007075,Southampton 034,281,1210,1346,197,15,3049
E02007076,Test Valley 016,1310,881,671,112,21,2995
E02007077,Test Valley 017,1102,954,700,82,13,2851
E02007078,Test Valley 018,876,660,793,121,9,2459
E02007083,Wandsworth 038,202,1355,2110,407,32,4106
E02007084,Wandsworth 039,419,990,1865,691,173,4138
E02007085,South Cambridgeshire 022,2972,1182,713,113,7,4987
E02007086,Cambridge 015,1473,1231,1258,288,25,4275
E02007087,Cambridge 014,740,614,790,274,16,2434
E02007088,North Hertfordshire 016,2085,639,367,60,9,3160
E02007089,North Hertfordshire 017,1305,861,538,102,11,2817
E02007090,St Albans 021,1219,556,493,84,14,2366
E02007091,Stevenage 013,1299,725,577,79,11,2691
E02007092,Welwyn Hatfield 017,891,629,632,114,31,2297
E02007093,East Hertfordshire 019,2093,646,479,70,6,3294
E02007108,Hackney 030,381,680,1313,383,45,2802
E02007109,Hackney 031,735,810,1272,381,106,3304
E02007110,Hackney 032,284,850,1631,516,83,3364
E02007111,Hackney 033,207,774,1337,433,67,2818
E02007112,Tower Hamlets 034,136,599,1497,601,83,2916
E02007113,Tower Hamlets 035,164,891,1614,487,111,3267
E02007114,Tower Hamlets 036,335,730,1295,537,134,3031
E02007115,Camden 029,366,876,2010,1011,207,4470
E02007116,Oxford 019,767,759,863,273,89,2751
